School_id,School_name,Country_id,Country_name,State_id,State_name,City_id,City_name,District_id,District_name,District_region_id,_District_region_name,Area_id,Area_name,Pincode
1809,My chhota school,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1369,"New Colony, Sector 7",,,122001
1793,GEMS International School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1239,Palam Vihar,,,122017
1791,GEMS Modern Academy,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1344,"South City-II, Sector 49",,,122018
1782,St. Xavier's High School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1344,"Rosewood City, Sector 49",,,122018
1781,Shikshantar School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1336,"South City I, Sector 41",,,122001
1780,"DAV Public School, Sohna Road",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1344,Sector 49,,,122018
1779,Scottish High International School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1354,Sector 57,,,122011
1747,"GD Goenka Global School, Nathupur",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1228,Nathupur,,,122002
1777,"GD Goenka Global School, Nathupur",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1228,Nathupur,,,122002
1776,Lotus Valley International School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1346,"South City II, Sector 50",,,122018
1773,Alpine Convent School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1274,Sector 10,,,122001
376,The Pine Crest School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1315,Sector 26,,,122002
375,"Narayana e-Techno School, Gurgaon",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1317,Sector 28,,,122022
366,Kunskapsskolan,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1317,Sector 28,,,122022
365,American Montessori public School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1101,DLF Phase 2,,,122002
363,"Delhi Public School, DLF City",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1313,Sector 25,,,122008
335,Unicosmos School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1352,Sector 55,,,122011
1775,Sun city school,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1351,Sector – 54,,,122002
1816,Sun city school,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1351,Sector – 54,,,122002
1784,"Amity International School, Gurugram",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1341,Sector - 46,,,122022
1783,Shiv Nadar School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1100,"DLF City, Phase -1",,,122011
1778,Heritage Xperiential Learning School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1360,Sector 62,,,122005
1774,Excelsior American School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1100,DLF Phase 1,,,122001
1563,Made Easy School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1355,Sector 58,,,122102
1349,Gurugram Global Heights School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1277,"Sector 102,",,,122001
419,"Lancers International School, Sector 43",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1104,DLF Phase 5,,,122001
420,"Lancers International School, Sector 53",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1104,DLF Phase 5,,,122001
382,"VIBGYOR High, Gurgaon",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1365,Sector 67,,,122001
380,Ridge Valley School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1103,DLF Phase IV,,,122001
379,The Shri Ram School - Aravali,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1103,"DLF Phase IV,",,,122002
378,St. Xavier's Blessings School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1103,DLF Phase IV,,,122022
377,St. PBN Public School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1303,Sector 17-B,,,122003
374,Rotary Public School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1309,Sector 22,,,122015
373,Ascent Public School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1103,DLF City IV,,,122002
372,The Navyandhra School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1344,Sector 49,,,122018
371,"Summer Fields School, Gurgaon",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1100,DLF Phase 1,,,122001
370,New Vision Senior Secondary School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1307,Sector 20,,,122015
369,Rao Shyam Lal Memorial Public School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1304,"Sector 18,",,,122022
368,Little Flower Ideal English school,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1304,Sector 18,,,122008
367,Sherwood Convent School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1101,"DLF Phase 2,",,,122002
364,The Shri Ram school - Moulsari,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1102,DLF Phase 3,,,122002
362,Rabindranath World School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1102,"DLF Phase 3,",,,122002
360,Ajanta Public School,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,,Jharsa Road,,,122001
359,Cornerstone Learning Centre,1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1102,DLF Phase 3,,,122002
331,"Mother's Mount Pre-School, Gurgaon",1,India,3,Haryana,6,Gurgaon,11,Gurgaon,1312,Sector 24,,,122002
1823,VIVA INTERNATIONAL PUBLIC SCHOOL,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1728,Mohan Nagar (Ghaziabad),,,201007
1815,PAWAN TRIPATHI,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,DLF Ankur Vihar,,,201102
1803,Presidium Raj Nagar,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1766,Raj Nagar Extension,,,201017
1758,"St. Thomas School, Indirapuram",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1687,Indirapuram,,,201014
1757,"Cambridge School, Indirapuram",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1687,Indirapuram,,,201010
1756,"DLF Public School, Sahibabad",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1778,Sahibabad,,,201005
1755,"Ryan International School, Dasna",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1644,Dasna,,,201302
1754,Seth Anandram Jaipuria School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Vasundhara,,,201012
1753,"Holy Child School, Nehru Nagar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1744,Nehru Nagar,,,201001
1752,"Amity International School, Vasundhara Yojna",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Vasundhara,,,201012
1751,"Delhi Public School, Meerut Road",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1725,Meerut Road,,,201001
1750,"Bal Bharti Public School, Surya Nagar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Surya Nagar,,,201011
1746,Silverline Prestige School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Bulandshehar Road,,,201001
1739,Sanskriti International School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Vasundhara,,,201012
1730,Bharat International Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Farukh Nagar Rd,,,201102
1724,Nehru World School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1792,Shastri Nagar,,,201002
1723,"Jindal Public School, Dayanand Nagar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Dayanand Nagar,,,201001
1626,"Vidya Bal Bhawan Public School, Vasundhara",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Vasundhara,,,201012
1577,St Andrews World School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1687,Indirapuram,,,201014
1575,"Delhi Public School, Sahibabad",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1778,Sahibabad,,,201005
1567,Sanskar The Co-Educational School Hapur,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1676,Hapur,,,245101
1565,"Sanskar Kids, Rakesh Marg Ghaziabad",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Rakesh Marg,,,201001
1564,"Sanskar Kids, Raj Nagar Extension",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1766,Raj Nagar Extension,,,201017
1562,Khaitan Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1778,Sahibabad,,,201005
1558,"Sanskar The Co-Educational School, Ghaziabad",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Bulandshehar Road,,,201002
1555,"Delhi Convent School, Shalimar Bagh",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Shalimar Bagh,,,201005
1551,Konark Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Shalimar Garden,,,201005
1549,G D Goenka School Indirapuram,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1687,Indirapuram,,,201014
1548,GD Goenka Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1766,Raj Nagar Extension,,,201017
1348,"Parevartan School, Raj Nagar Extension",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1766,Raj Nagar Extension,,,201017
947,Maharana Pratap Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Khora Colony,,,201309
946,Modern National Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Krishna nagar,,,201003
945,"St. Mary's School, Pasonda",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1757,Pasonda,,,201005
944,"Vidya Bharati School, Surya Nagar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Surya Nagar,,,201011
943,S.S. International School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Khora Colony,,,201005
942,Mother India Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Nandgram,,,201003
941,S B N Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Nandgram,,,201003
940,New Rainbow Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201001
939,"Indraprastha Public School, Mohan Nagar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1728,Mohan Nagar (Ghaziabad),,,201007
937,Kanossa Convent School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Vijay nagar,,,201009
936,"Shri Guru Ram Rai Public School, Govindpuram",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1671,Govindpuram,,,201013
935,Brightland School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1671,Govindpuram,,,201013
934,Leelawati Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201001
933,Mahima Public Junior High School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1728,Mohan nagar (Ghaziabad),,,201007
932,"Bloom Public Senior Secondary School, Pratap Vihar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201001
931,Aryabandhu Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Sadat nagar,,,201001
930,J.K.G. School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Nandgram,,,201003
929,"Salwan Public School, Sainik Vihar",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Sainik Vihar,,,201102
928,Sushila Model School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Dayanand nagar,,,201001
926,DRS Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Raghunathpuri Extension,,,201009
925,Diamond Rose Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1661,Farrukh nagar,,,201003
924,S.S.K. Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201001
923,Vidhaan Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1658,Duhai,,,201206
922,L.K. International School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Sadiq nagar,,,201001
921,St. Xavier's World School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1658,Duhai,,,201206
920,Columbia Convent Institute,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1730,Morta,,,201001
919,S.H.V.M. Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1653,Dhaulana,,,245301
918,Shivoy Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Matiala,,,211002
917,Geeta Sanjay Memorial Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Lohia nagar,,,201001
916,D.A.V. Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201001
915,East Delhi Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201009
914,Scholars International School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pandav nagar,,,201002
913,"Jindal Public School, Shouryapuram",1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Shouryapuram,,,201001
912,JSM Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,1661,Farrukh nagar,,,201001
911,G.S. Modern School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Khora,,,201003
910,Delhi Public World School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Subhanpur,,,201103
909,Gautam Public Senior Secondary School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Pratap Vihar,,,201009
908,Ayesha Public School,1,India,2,Uttar Pradesh,8,Ghaziabad,13,Ghaziabad,,Masoori,,,201015
