country_id,country,state,city,district,district_region,area,pincode
1,India,Maharashtra,Pune,Pune,Mumbai Suburban,,400098
1,India,Maharashtra,Pune,Pune,Yewalewadi,,411048
1,India,Maharashtra,Pune,Pune,Chikhali,,411019
1,India,Maharashtra,Pune,Pune,Moshi,,412105
1,India,Maharashtra,Pune,Pune,Katraj,,411046
1,India,Maharashtra,Pune,Pune,Viman Nagar,,411014
1,India,Maharashtra,Pune,Pune,Dhankawadi,,411043
1,India,Maharashtra,Pune,Pune,Aundh,,411007
1,India,Maharashtra,Pune,Pune,Kondhwa,,411048
1,India,Maharashtra,Pune,Pune,Wadgaon Sheri,,411014
1,India,Maharashtra,Pune,Pune,Ganeshkhind,,411007
1,India,Maharashtra,Pune,Pune,Warje,,411052
1,India,Maharashtra,Pune,Pune,Kalas,,411015
1,India,Maharashtra,Pune,Pune,Dighi,,411015
1,India,Maharashtra,Pune,Pune,Magarpatta City,,411013
1,India,Maharashtra,Pune,Pune,Anand Nagar,,411029
1,India,Maharashtra,Pune,Pune,Bhusari Colony,,411038
1,India,Maharashtra,Pune,Pune,Wanowrie,,411040
1,India,Maharashtra,Pune,Pune,Yerawada,,411001
1,India,Maharashtra,Pune,Pune,Balaji Nagar,,411043
1,India,Maharashtra,Pune,Pune,Karve Nagar,,411052
1,India,Maharashtra,Pune,Pune,Vadgaon Budruk,,411041
1,India,Maharashtra,Pune,Pune,Kalyani Nagar,,411006
1,India,Maharashtra,Pune,Pune,Hingne Khurd,,411051
1,India,Maharashtra,Pune,Pune,Pashan,,411008
1,India,Maharashtra,Pune,Pune,Kothrud,,411051
1,India,Maharashtra,Pune,Pune,Khadki,,411003
1,India,Maharashtra,Pune,Pune,Pashan,,411008
1,India,Maharashtra,Pune,Pune,Ghorpadi,,411001
1,India,Maharashtra,Pune,Pune,Bibvewadi,,411037
1,India,Maharashtra,Pune,Pune,Salisbury Park,,411037
1,India,Maharashtra,Pune,Pune,Parvati,,411009
1,India,Maharashtra,Pune,Pune,Erandwane,,411038
1,India,Maharashtra,Pune,Pune,Gokhalenagar,,411004
1,India,Maharashtra,Pune,Pune,Near Salisbury Park,,411028
1,India,Maharashtra,Pune,Pune,Pune Cantonment,,411040
1,India,Maharashtra,Pune,Pune,Patrakar Nagar,,411016
1,India,Maharashtra,Pune,Pune,General Bhagat Marg,,411001
1,India,Maharashtra,Pune,Pune,Shivajinagar,,411005
1,India,Maharashtra,Pune,Pune,Dayanand Nagar,,411004
1,India,Maharashtra,Pune,Pune,Ashok Nagar,,411016
1,India,Maharashtra,Pune,Pune,Camp Pune,,411001
1,India,Maharashtra,Pune,Pune,Deccan Gymkhana,,411004
1,India,Maharashtra,Pune,Pune,Navi Peth,,411030
1,India,Maharashtra,Pune,Pune,Camp,,411001
1,India,Maharashtra,Pune,Pune,Agarkar Nagar,,411001
1,India,Maharashtra,Pune,Pune,Sadashiv Peth,,411030
1,India,Maharashtra,Pune,Pune,Hinjawadi,,411033
